timestamp,bicycle,car,motorbike,bus,truck,person,bird,cat,dog,umbrella,suitcase,other
20240111_000011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_001011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_002011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_003011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_004011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_005011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_010010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_011010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_012010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_013010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_014010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_015010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_020010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_021011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_022011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_023011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_024011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_025011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_030011,0,1,0,0,0,0,0,0,0,0,0,0
20240111_031011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_032011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_033010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_034010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_035011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_040011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_041011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_042011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_043011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_044011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_045010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_050011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_051011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_052011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_053011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_054011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_055011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_060011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_061011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_062011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_063011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_064011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_065011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_070011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_071011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_072011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_073011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_074011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_075011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_080011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_081011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_082011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_083011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_084011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_085011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_090011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_091010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_092010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_093010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_094011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_095011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_100011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_101011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_102011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_103011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_104010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_105010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_110010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_111011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_112011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_113011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_114011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_115011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_120010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_121010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_122010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_123010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_124010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_125010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_130010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_131011,0,0,0,0,0,0,0,0,0,0,0,1
20240111_132011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_133011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_134011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_135011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_140011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_141011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_142011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_143011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_144011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_145011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_150011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_151011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_152011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_153011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_154011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_155011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_160011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_161011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_162011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_163011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_164011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_165011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_170011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_171011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_172010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_173011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_174011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_175010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_180011,0,0,0,0,0,0,0,0,0,0,0,1
20240111_181011,0,0,0,0,0,0,0,0,0,0,0,1
20240111_182010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_183010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_184011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_185011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_190011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_191011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_192011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_193011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_194011,0,0,0,0,0,0,0,0,0,0,0,1
20240111_195011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_200011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_201011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_202011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_203011,0,0,0,0,0,1,0,0,0,0,0,0
20240111_204011,0,1,0,0,0,0,0,0,0,0,0,0
20240111_205011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_210011,0,1,0,0,0,0,0,0,0,0,0,0
20240111_211011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_212011,0,1,0,0,0,0,0,0,0,0,0,0
20240111_213011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_214011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_215010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_220010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_221010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_222010,0,1,0,0,0,0,0,0,0,0,0,0
20240111_223010,0,1,0,0,0,0,0,0,0,0,0,0
20240111_224010,0,2,0,0,0,0,0,0,0,0,0,0
20240111_225010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_230010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_231011,0,1,0,0,0,0,0,0,0,0,0,0
20240111_232010,0,0,0,0,0,0,0,0,0,0,0,0
20240111_233011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_234011,0,0,0,0,0,0,0,0,0,0,0,0
20240111_235011,0,0,0,0,0,0,0,0,0,0,0,0
